"","Plot","Patch","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","year","day","patcharea","nnd","bufferarea","ifm","tbufferarea"
"39403","8",50,"10/9/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,21,2015-10-09,"2015","09",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39404","8",50,"10/23/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39405","8",50,"10/23/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39406","8",50,"7/30/2015",0,1,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39407","8",50,"7/30/2015",0,1,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39408","8",50,"4/27/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39409","8",50,"4/27/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39410","8",50,"5/8/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39411","8",50,"5/8/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39414","8",50,"4/9/2015",0,0,0,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39415","8",50,"4/9/2015",0,0,0,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39416","8",50,"8/27/2015",0,0,1,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39417","8",50,"8/27/2015",0,0,1,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39418","8",50,"3/11/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39419","8",50,"3/11/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39420","8",50,"9/11/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39421","8",50,"9/11/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39424","8",50,"8/13/2015",0,1,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39425","8",50,"8/13/2015",0,1,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39426","8",50,"6/4/2015",0,0,1,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39427","8",50,"6/4/2015",0,0,1,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39428","8",50,"7/2/2015",1,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39429","8",50,"7/2/2015",1,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39432","8",50,"6/18/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39433","8",50,"6/18/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39436","8",50,"3/26/2015",0,0,0,0,0,0,0,1,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39437","8",50,"3/26/2015",0,0,0,0,0,0,0,1,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39440","8",50,"5/21/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39441","8",50,"5/21/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39446","8",50,"7/16/2015",10,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39447","8",50,"7/16/2015",10,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39448","8",50,"9/25/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",0.00424115,0.753063078696619,48.804249175,40.8573834655314,48.808490325
"39449","8",50,"9/25/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",0.00424115,0.753063078696619,37.48681872,33.0346492162587,37.49105987
"39450","8",51,"9/25/2015",0,0,1,0,0,0,0,0,0,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39451","8",51,"9/25/2015",0,0,1,0,0,0,0,0,0,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39452","8",51,"10/23/2015",5,0,1,0,0,1,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39453","8",51,"10/23/2015",5,0,1,0,0,1,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39456","8",51,"7/16/2015",8,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39457","8",51,"7/16/2015",8,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39458","8",51,"7/2/2015",0,3,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39459","8",51,"7/2/2015",0,3,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39460","8",51,"6/4/2015",9,5,4,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39461","8",51,"6/4/2015",9,5,4,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39462","8",51,"7/30/2015",0,6,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39463","8",51,"7/30/2015",0,6,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39464","8",51,"4/27/2015",19,5,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39465","8",51,"4/27/2015",19,5,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39466","8",51,"5/21/2015",6,2,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39467","8",51,"5/21/2015",6,2,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39468","8",51,"9/11/2015",8,4,2,3,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39469","8",51,"9/11/2015",8,4,2,3,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39470","8",51,"3/11/2015",0,0,2,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39471","8",51,"3/11/2015",0,0,2,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39472","8",51,"6/18/2015",0,7,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39473","8",51,"6/18/2015",0,7,2,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39482","8",51,"3/26/2015",43,0,7,4,0,0,0,1,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39483","8",51,"3/26/2015",43,0,7,4,0,0,0,1,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39484","8",51,"8/13/2015",10,4,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39485","8",51,"8/13/2015",10,4,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39490","8",51,"4/9/2015",75,0,0,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39491","8",51,"4/9/2015",75,0,0,0,0,0,0,1,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39492","8",51,"5/8/2015",19,9,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39493","8",51,"5/8/2015",19,9,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39494","8",51,"8/27/2015",0,2,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39495","8",51,"8/27/2015",0,2,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39496","8",51,"10/9/2015",2,2,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,21,2015-10-09,"2015","09",0.559988891,1.48132947021941,55.761541726,42.4450750755532,56.321530617
"39497","8",51,"10/9/2015",2,2,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,21,2015-10-09,"2015","09",0.559988891,1.48132947021941,37.85454214,33.9197031721122,38.414531031
"39498","8",52,"4/9/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39499","8",52,"4/9/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39500","8",52,"3/11/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39501","8",52,"3/11/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,6,2015-03-11,"2015","11",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39502","8",52,"8/27/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39503","8",52,"8/27/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,18,2015-08-27,"2015","27",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39504","8",52,"6/18/2015",0,0,1,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39505","8",52,"6/18/2015",0,0,1,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,13,2015-06-18,"2015","18",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39506","8",52,"10/23/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39507","8",52,"10/23/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,22,2015-10-23,"2015","23",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39510","8",52,"3/26/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39511","8",52,"3/26/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,7,2015-03-26,"2015","26",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39512","8",52,"9/25/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39513","8",52,"9/25/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,20,2015-09-25,"2015","25",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39514","8",52,"7/2/2015",0,0,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39515","8",52,"7/2/2015",0,0,2,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,14,2015-07-02,"2015","02",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39516","8",52,"7/30/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39517","8",52,"7/30/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,16,2015-07-30,"2015","30",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39518","8",52,"8/13/2015",0,0,0,0,0,0,0,0,0,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39519","8",52,"8/13/2015",0,0,0,0,0,0,0,0,0,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,17,2015-08-13,"2015","13",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39520","8",52,"7/16/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39521","8",52,"7/16/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39526","8",52,"5/21/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39527","8",52,"5/21/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,11,2015-05-21,"2015","21",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39528","8",52,"6/4/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39529","8",52,"6/4/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39532","8",52,"4/27/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39533","8",52,"4/27/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,9,2015-04-27,"2015","27",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39538","8",52,"9/11/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39539","8",52,"9/11/2015",0,0,1,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,19,2015-09-11,"2015","11",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39540","8",52,"5/8/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39541","8",52,"5/8/2015",0,0,0,0,0,0,0,0,1,1,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,10,2015-05-08,"2015","08",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39542","8",52,"10/9/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,21,2015-10-09,"2015","09",4.022809393,1.60082759875551,35.137535734,31.0790863889097,39.160345127
"39543","8",52,"10/9/2015",0,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,21,2015-10-09,"2015","09",4.022809393,1.60082759875551,53.04453532,39.2422694220197,57.067344713
"39546","8",53,"6/4/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.340234484,1.67025417239898,44.272187615,40.4395983953085,44.612422099
"39547","8",53,"6/4/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,12,2015-06-04,"2015","04",0.340234484,1.67025417239898,35.359096557,33.4915483803588,35.699331041
"39548","8",53,"4/9/2015",32,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.340234484,1.67025417239898,44.272187615,40.4395983953085,44.612422099
"39549","8",53,"4/9/2015",32,0,0,0,0,0,0,0,1,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,8,2015-04-09,"2015","09",0.340234484,1.67025417239898,35.359096557,33.4915483803588,35.699331041
"39550","8",53,"7/16/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.340234484,1.67025417239898,44.272187615,40.4395983953085,44.612422099
"39551","8",53,"7/16/2015",0,0,0,0,0,0,0,0,0,0,"rand ",150,169,19,0.112426036,169,367,2.25,39.33658461,21.04576274,0.53501754,15,2015-07-16,"2015","16",0.340234484,1.67025417239898,35.359096557,33.4915483803588,35.699331041
