"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"19104",6,213,19171,2015,2015-05-19,0,1,3,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,10,"2015-05-19",19,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,5,1
"19105",6,213,19172,2015,2015-07-28,16,1,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,7,1
"19106",6,213,19173,2015,2015-06-02,1,0,6,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,6,1
"19107",6,213,19174,2015,2015-08-26,5,2,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,8,1
"19108",6,213,19175,2015,2015-04-07,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,4,1
"19109",6,213,19176,2015,2015-05-05,0,0,1,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,5,1
"19111",6,213,19178,2015,2015-07-14,0,1,2,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,14,"2015-07-14",14,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,7,1
"19112",6,213,19179,2015,2015-03-24,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,3,1
"19113",6,213,19180,2015,2015-06-30,16,1,3,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,6,1
"19114",6,213,19181,2015,2015-09-23,0,0,3,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.927633771,1.56285156053713,8.423002604,3.590212085,14.9775259811677,4.517845856,9.350636375,9,1
"19115",6,215,19182,2014,2014-09-17,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.869200147,1.22000368852244,59.241640992,59.056915344,69.0436773102459,59.926115491,60.110841139,9,1
"19116",6,215,19183,2014,2014-07-24,0,0,0,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.869200147,1.22000368852244,59.241640992,59.056915344,69.0436773102459,59.926115491,60.110841139,7,1
"19117",6,215,19184,2014,2014-10-13,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.869200147,1.22000368852244,59.241640992,59.056915344,69.0436773102459,59.926115491,60.110841139,10,1
"19118",6,215,19185,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.869200147,1.22000368852244,59.241640992,59.056915344,69.0436773102459,59.926115491,60.110841139,8,1
"19119",6,215,19186,2014,2014-06-26,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.869200147,1.22000368852244,59.241640992,59.056915344,69.0436773102459,59.926115491,60.110841139,6,1
"19120",6,216,19187,2014,2014-06-26,0,0,2,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.514592877,0.726576905738225,58.567769367,55.850762961,67.603814522489,56.365355838,59.082362244,6,1
"19122",6,216,19189,2014,2014-09-17,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.514592877,0.726576905738225,58.567769367,55.850762961,67.603814522489,56.365355838,59.082362244,9,1
"19123",6,216,19190,2014,2014-10-13,0,0,0,0,0,1,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.514592877,0.726576905738225,58.567769367,55.850762961,67.603814522489,56.365355838,59.082362244,10,1
"19124",6,216,19191,2014,2014-07-24,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.514592877,0.726576905738225,58.567769367,55.850762961,67.603814522489,56.365355838,59.082362244,7,1
"19125",6,217,19192,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,1.212968924,1.03817146932928,59.732986081,53.265703444,66.3337644046892,54.478672368,60.945955005,9,1
"19126",6,217,19193,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,1.212968924,1.03817146932928,59.732986081,53.265703444,66.3337644046892,54.478672368,60.945955005,10,1
"19127",6,217,19194,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,1.212968924,1.03817146932928,59.732986081,53.265703444,66.3337644046892,54.478672368,60.945955005,8,1
"19128",6,217,19195,2014,2014-07-24,0,1,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,1.212968924,1.03817146932928,59.732986081,53.265703444,66.3337644046892,54.478672368,60.945955005,7,1
"19136",6,218,19203,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.184725648,2.72716427831241,12.143355164,4.965915508,16.1985686684654,5.150641156,12.328080812,3,1
"19137",6,218,19204,2015,2015-10-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.184725648,2.72716427831241,12.143355164,4.965915508,16.1985686684654,5.150641156,12.328080812,10,1
"19158",6,220,19225,2014,2014-07-24,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,2.367975463,2.11906441623169,47.683407458,47.572901936,59.6468470855483,49.940877399,50.051382921,7,1
"19160",6,220,19227,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,2.367975463,2.11906441623169,47.683407458,47.572901936,59.6468470855483,49.940877399,50.051382921,10,1
"19161",6,221,19228,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,4.141797215,2.11906441623169,46.323804698,46.232227272,59.8787474288502,50.374024487,50.465601913,6,1
"19170",6,224,19237,2014,2014-08-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.06416703,1.18698357183887,48.454904067,32.331936412,54.7745663843184,32.396103442,48.519071097,8,1
"19209",6,233,19276,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.009424778,0.533146321344965,58.691705197,58.041395518,67.3733600816381,58.050820296,58.701129975,9,1
"19211",6,233,19278,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.009424778,0.533146321344965,58.691705197,58.041395518,67.3733600816381,58.050820296,58.701129975,6,1
"19212",6,233,19279,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.009424778,0.533146321344965,58.691705197,58.041395518,67.3733600816381,58.050820296,58.701129975,7,1
"19217",6,234,19284,2014,2014-08-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.593761012,1.22373730844633,60.633994855,55.353605923,68.1357154812937,55.947366935,61.227755867,8,1
"19218",6,234,19285,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.593761012,1.22373730844633,60.633994855,55.353605923,68.1357154812937,55.947366935,61.227755867,7,1
"19219",6,235,19286,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.685809676,0.940192001728551,57.219319259,43.59823745,64.4165881202367,44.284047126,57.905128935,7,1
"19220",6,235,19287,2014,2014-08-21,0,1,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.685809676,0.940192001728551,57.219319259,43.59823745,64.4165881202367,44.284047126,57.905128935,8,1
"19222",6,235,19289,2014,2014-09-17,0,0,0,0,0,1,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.685809676,0.940192001728551,57.219319259,43.59823745,64.4165881202367,44.284047126,57.905128935,9,1
"19223",6,235,19290,2014,2014-06-26,1,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.685809676,0.940192001728551,57.219319259,43.59823745,64.4165881202367,44.284047126,57.905128935,6,1
"19224",6,236,19291,2014,2014-07-24,0,1,0,0,0,1,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.009896017,1.22173033041469,30.485936574,28.512388068,43.5651585581111,28.522284085,30.495832591,7,1
"19225",6,236,19292,2014,2014-06-26,3,0,3,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.009896017,1.22173033041469,30.485936574,28.512388068,43.5651585581111,28.522284085,30.495832591,6,1
"19226",6,236,19293,2014,2014-09-17,0,0,2,3,1,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.009896017,1.22173033041469,30.485936574,28.512388068,43.5651585581111,28.522284085,30.495832591,9,1
"19237",6,238,19304,2014,2014-09-17,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.014137167,1.25326134561243,50.334283337,49.713504629,59.565480074769,49.727641796,50.348420504,9,0
"19238",6,238,19305,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.014137167,1.25326134561243,50.334283337,49.713504629,59.565480074769,49.727641796,50.348420504,8,0
"19239",6,238,19306,2015,2015-08-26,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.098803089,3.50672639358981,4.46420316,4.46420316,10.3947896823941,4.563006249,4.563006249,8,0
"19276",6,242,19343,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.018849556,2.85154729929429,17.784320392,17.784320392,42.3389541796181,17.803169948,17.803169948,6,0
"19278",6,242,19345,2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,6,0
"19279",6,242,19346,2015,2015-11-04,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,22,"2015-11-04",4,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,11,0
"19280",6,242,19347,2015,2015-05-05,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,5,0
"19281",6,242,19348,2015,2015-09-23,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,9,0
"19282",6,242,19349,2015,2015-10-07,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,10,0
"19283",6,242,19350,2015,2015-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,9,0
"19286",6,242,19353,2015,2015-06-02,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,6,0
"19287",6,242,19354,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,8,0
"19288",6,242,19355,2015,2015-07-28,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,7,0
"19289",6,242,19356,2015,2015-06-16,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,6,0
"19290",6,242,19357,2015,2015-04-07,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,4,0
"19291",6,242,19358,2015,2015-08-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,8,0
"19292",6,242,19359,2015,2015-03-24,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,3,0
"19293",6,242,19360,2015,2015-04-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.086550878,1.80599944630267,3.527380231,2.369546259,8.626297541049,2.456097137,3.613931109,4,0
"19295",6,243,19362,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.382017667,3.15076022559465,21.36848491,15.29178078,43.1446697604956,15.673798447,21.750502577,9,0
"19296",6,243,19363,2014,2014-08-21,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.382017667,3.15076022559465,21.36848491,15.29178078,43.1446697604956,15.673798447,21.750502577,8,0
"19297",6,243,19364,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.382017667,3.15076022559465,21.36848491,15.29178078,43.1446697604956,15.673798447,21.750502577,6,0
"19298",6,243,19365,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.382017667,3.15076022559465,21.36848491,15.29178078,43.1446697604956,15.673798447,21.750502577,7,0
"19299",6,243,19366,2015,2015-09-08,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.008168141,1.80599944630267,3.605762968,3.605762968,8.90692387510438,3.613931109,3.613931109,9,0
"19300",6,243,19367,2015,2015-05-05,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.008168141,1.80599944630267,3.605762968,3.605762968,8.90692387510438,3.613931109,3.613931109,5,0
"19301",6,243,19368,2015,2015-07-28,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.008168141,1.80599944630267,3.605762968,3.605762968,8.90692387510438,3.613931109,3.613931109,7,0
"19331",6,245,19398,2015,2015-08-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,8,0
"19332",6,245,19399,2015,2015-09-08,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,9,0
"19333",6,245,19400,2015,2015-05-19,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,10,"2015-05-19",19,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,5,0
"19334",6,245,19401,2015,2015-06-16,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,6,0
"19336",6,245,19403,2015,2015-08-11,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,8,0
"19337",6,245,19404,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,9,0
"19338",6,245,19405,2015,2015-04-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,4,0
"19340",6,245,19407,2015,2015-10-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,10,0
"19341",6,245,19408,2015,2015-04-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,4,0
"19342",6,245,19409,2015,2015-07-28,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.022462387,2.67278917983238,2.311269716,2.311269716,7.6621322314171,2.333732103,2.333732103,7,0
"19343",6,246,19410,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.42332961,1.2466454987897,20.610025904,19.907408707,37.6978451791319,20.330738317,21.033355514,9,0
"19344",6,246,19411,2014,2014-08-21,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.42332961,1.2466454987897,20.610025904,19.907408707,37.6978451791319,20.330738317,21.033355514,8,0
"19345",6,246,19412,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.42332961,1.2466454987897,20.610025904,19.907408707,37.6978451791319,20.330738317,21.033355514,6,0
"19346",6,246,19413,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.42332961,1.2466454987897,20.610025904,19.907408707,37.6978451791319,20.330738317,21.033355514,7,0
"19347",6,246,19414,2014,2014-10-13,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.42332961,1.2466454987897,20.610025904,19.907408707,37.6978451791319,20.330738317,21.033355514,10,0
"19348",6,246,19415,2015,2015-04-21,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,8,"2015-04-21",21,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,4,0
"19349",6,246,19416,2015,2015-10-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,10,0
"19351",6,246,19418,2015,2015-09-08,0,0,0,0,0,1,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,9,0
"19352",6,246,19419,2015,2015-06-16,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,6,0
"19360",6,246,19427,2015,2015-05-19,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,10,"2015-05-19",19,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,5,0
"19364",6,246,19431,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.053564155,2.22848199445126,2.140759775,2.140759775,7.32121553568626,2.19432393,2.19432393,3,0
"19365",6,247,19432,2014,2014-10-13,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,5,"2014-10-13",13,0.237504405,1.22173033041469,29.404207683,23.797564353,41.4730401928434,24.035068758,29.641712088,10,0
"19366",6,247,19433,2014,2014-08-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,3,"2014-08-21",21,0.237504405,1.22173033041469,29.404207683,23.797564353,41.4730401928434,24.035068758,29.641712088,8,0
"19367",6,247,19434,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.237504405,1.22173033041469,29.404207683,23.797564353,41.4730401928434,24.035068758,29.641712088,9,0
"19368",6,247,19435,2014,2014-06-26,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,1,"2014-06-26",26,0.237504405,1.22173033041469,29.404207683,23.797564353,41.4730401928434,24.035068758,29.641712088,6,0
"19369",6,247,19436,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.237504405,1.22173033041469,29.404207683,23.797564353,41.4730401928434,24.035068758,29.641712088,7,0
"19370",6,248,19437,2014,2014-07-24,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,2,"2014-07-24",24,0.133517688,1.2466454987897,21.605910775,20.920101099,40.719131645166,21.053618787,21.739428463,7,0
"19371",6,248,19438,2014,2014-09-17,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,4,"2014-09-17",17,0.133517688,1.2466454987897,21.605910775,20.920101099,40.719131645166,21.053618787,21.739428463,9,0
