"","X","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month"
"21071",21071,6,98,2015,2015-05-05,7,10,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,9,"2015-05-05",5,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,5
"21072",21072,6,98,2015,2015-10-07,0,0,0,0,0,0,0,0,1,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,20,"2015-10-07",7,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,10
"21073",21073,6,98,2015,2015-08-26,0,4,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,17,"2015-08-26",26,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,8
"21074",21074,6,98,2015,2015-06-16,0,1,3,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,12,"2015-06-16",16,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,6
"21075",21075,6,98,2015,2015-10-21,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,21,"2015-10-21",21,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,10
"21076",21076,6,98,2015,2015-03-24,0,0,1,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,6,"2015-03-24",24,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,3
"21077",21077,6,98,2015,2015-11-04,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,22,"2015-11-04",4,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,11
"21078",21078,6,98,2015,2015-05-19,1,8,1,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,10,"2015-05-19",19,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,5
"21079",21079,6,98,2015,2015-06-02,0,3,7,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,11,"2015-06-02",2,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,6
"21080",21080,6,98,2015,2015-06-30,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,13,"2015-06-30",30,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,6
"21081",21081,6,98,2015,2015-09-08,0,1,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,18,"2015-09-08",8,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,9
"21082",21082,6,98,2015,2015-07-14,0,0,0,0,0,0,0,0,1,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,14,"2015-07-14",14,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,7
"21083",21083,6,98,2015,2015-09-23,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,19,"2015-09-23",23,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,9
"21084",21084,6,98,2015,2015-07-28,0,0,0,0,0,0,0,0,0,1,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,15,"2015-07-28",28,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,7
"21085",21085,6,98,2015,2015-04-07,0,0,0,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,7,"2015-04-07",7,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,4
"21086",21086,6,98,2015,2015-08-11,0,0,1,0,0,0,0,0,0,0,"rand ",90,273,183,0.67032967,341,386,2.5,43.60742918,29.66499552,0.680273891,16,"2015-08-11",11,0.165876092,1.31621920668181,14.974558463,14.974558463,16.6969484781035,15.140434555,15.140434555,8
"21092",21092,7,1,2015,2015-04-14,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,8,"2015-04-14",14,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,4
"21093",21093,7,1,2015,2015-08-04,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,16,"2015-08-04",4,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,8
"21094",21094,7,1,2015,2015-09-14,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,19,"2015-09-14",14,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,9
"21095",21095,7,1,2015,2015-03-31,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,7,"2015-03-31",31,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,3
"21096",21096,7,1,2015,2015-07-07,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,14,"2015-07-07",7,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,7
"21097",21097,7,1,2015,2015-09-03,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,18,"2015-09-03",3,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,9
"21098",21098,7,1,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,13,"2015-06-23",23,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,6
"21099",21099,7,1,2015,2015-10-29,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,22,"2015-10-29",29,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,10
"21100",21100,7,1,2015,2015-06-09,6,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,12,"2015-06-09",9,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,6
"21101",21101,7,1,2015,2015-03-16,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,6,"2015-03-16",16,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,3
"21102",21102,7,1,2015,2015-10-14,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,21,"2015-10-14",14,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,10
"21103",21103,7,1,2015,2015-07-21,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,15,"2015-07-21",21,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,7
"21104",21104,7,1,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,11,"2015-05-26",26,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,5
"21105",21105,7,1,2015,2015-05-12,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,10,"2015-05-12",12,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,5
"21106",21106,7,1,2015,2015-08-17,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,17,"2015-08-17",17,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,8
"21107",21107,7,1,2015,2015-04-28,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,9,"2015-04-28",28,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,4
"21108",21108,7,1,2015,2015-09-29,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,20,"2015-09-29",29,0.033929201,1.39513726931127,0.973108324,0.973108324,1.1969399219846,1.007037525,1.007037525,9
"21139",21139,7,12,2015,2015-03-31,0,0,1,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,7,"2015-03-31",31,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,3
"21140",21140,7,12,2015,2015-04-28,1,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,9,"2015-04-28",28,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,4
"21141",21141,7,12,2015,2015-09-29,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,20,"2015-09-29",29,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,9
"21142",21142,7,12,2015,2015-08-17,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,17,"2015-08-17",17,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,8
"21143",21143,7,12,2015,2015-06-23,0,0,3,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,13,"2015-06-23",23,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,6
"21144",21144,7,12,2015,2015-05-26,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,11,"2015-05-26",26,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,5
"21145",21145,7,12,2015,2015-10-14,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,21,"2015-10-14",14,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,10
"21146",21146,7,12,2015,2015-10-29,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,22,"2015-10-29",29,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,10
"21147",21147,7,12,2015,2015-07-21,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,15,"2015-07-21",21,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,7
"21148",21148,7,12,2015,2015-06-09,0,0,0,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,12,"2015-06-09",9,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,6
"21149",21149,7,12,2015,2015-05-12,0,0,0,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,10,"2015-05-12",12,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,5
"21150",21150,7,12,2015,2015-03-16,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,6,"2015-03-16",16,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,3
"21151",21151,7,12,2015,2015-08-04,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,16,"2015-08-04",4,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,8
"21152",21152,7,12,2015,2015-09-14,0,0,0,0,0,0,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,19,"2015-09-14",14,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,9
"21153",21153,7,12,2015,2015-09-03,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,18,"2015-09-03",3,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,9
"21154",21154,7,12,2015,2015-07-07,0,0,1,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,14,"2015-07-07",7,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,7
"21155",21155,7,12,2015,2015-04-14,9,0,3,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,8,"2015-04-14",14,0.693428038,14.5942128941712,0,0,0.773126722773385,0.693428038,0.693428038,4
"21161",21161,7,124,2015,2015-08-04,0,0,1,0,0,0,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,16,"2015-08-04",4,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,8
"21162",21162,7,124,2015,2015-09-14,0,24,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,19,"2015-09-14",14,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,9
"21163",21163,7,124,2015,2015-05-12,0,0,4,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,10,"2015-05-12",12,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,5
"21164",21164,7,124,2015,2015-09-29,0,0,0,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,20,"2015-09-29",29,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,9
"21165",21165,7,124,2015,2015-07-21,0,0,2,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,15,"2015-07-21",21,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,7
"21166",21166,7,124,2015,2015-08-17,14,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,17,"2015-08-17",17,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,8
"21167",21167,7,124,2015,2015-10-14,0,0,3,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,21,"2015-10-14",14,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,10
"21168",21168,7,124,2015,2015-05-26,0,0,0,0,1,0,0,0,0,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,11,"2015-05-26",26,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,5
"21169",21169,7,124,2015,2015-04-14,0,0,1,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,8,"2015-04-14",14,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,4
"21170",21170,7,124,2015,2015-04-28,0,0,2,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,9,"2015-04-28",28,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,4
"21171",21171,7,124,2015,2015-09-03,18,4,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,18,"2015-09-03",3,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,9
"21172",21172,7,124,2015,2015-03-16,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,6,"2015-03-16",16,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,3
"21173",21173,7,124,2015,2015-07-07,0,1,1,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,14,"2015-07-07",7,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,7
"21174",21174,7,124,2015,2015-03-31,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,7,"2015-03-31",31,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,3
"21175",21175,7,124,2015,2015-06-23,1,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,13,"2015-06-23",23,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,6
"21176",21176,7,124,2015,2015-10-29,0,0,5,0,0,1,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,22,"2015-10-29",29,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,10
"21177",21177,7,124,2015,2015-06-09,0,0,0,0,0,0,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,12,"2015-06-09",9,0.544280927,4.74630150751184,1.228127109,1.228127109,1.02232614204186,1.772408036,1.772408036,6
"21233",21233,7,2,2015,2015-07-07,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,14,"2015-07-07",7,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,7
"21234",21234,7,2,2015,2015-09-29,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,20,"2015-09-29",29,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,9
"21235",21235,7,2,2015,2015-06-23,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,13,"2015-06-23",23,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,6
"21236",21236,7,2,2015,2015-04-28,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,9,"2015-04-28",28,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,4
"21237",21237,7,2,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,11,"2015-05-26",26,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,5
"21238",21238,7,2,2015,2015-03-16,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,6,"2015-03-16",16,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,3
"21239",21239,7,2,2015,2015-08-04,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,16,"2015-08-04",4,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,8
"21240",21240,7,2,2015,2015-10-29,0,0,0,0,0,1,0,0,0,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,22,"2015-10-29",29,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,10
"21241",21241,7,2,2015,2015-05-12,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,10,"2015-05-12",12,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,5
"21242",21242,7,2,2015,2015-06-09,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,12,"2015-06-09",9,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,6
"21243",21243,7,2,2015,2015-10-14,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,21,"2015-10-14",14,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,10
"21244",21244,7,2,2015,2015-09-14,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,19,"2015-09-14",14,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,9
"21245",21245,7,2,2015,2015-04-14,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,8,"2015-04-14",14,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,4
"21246",21246,7,2,2015,2015-08-17,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,17,"2015-08-17",17,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,8
"21247",21247,7,2,2015,2015-03-31,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,7,"2015-03-31",31,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,3
"21248",21248,7,2,2015,2015-09-03,0,0,0,0,0,1,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,18,"2015-09-03",3,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,9
"21249",21249,7,2,2015,2015-07-21,0,0,0,0,0,1,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,15,"2015-07-21",21,0.181426976,1.36102204243906,0.825610549,0.825610549,1.15811199837341,1.007037525,1.007037525,7
"21255",21255,7,20,2015,2015-05-12,0,4,0,0,0,0,0,0,1,1,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,10,"2015-05-12",12,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,5
"21256",21256,7,20,2015,2015-03-16,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,6,"2015-03-16",16,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,3
"21257",21257,7,20,2015,2015-05-26,0,0,1,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,11,"2015-05-26",26,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,5
"21258",21258,7,20,2015,2015-09-29,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,20,"2015-09-29",29,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,9
"21259",21259,7,20,2015,2015-04-28,4,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,9,"2015-04-28",28,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,4
"21260",21260,7,20,2015,2015-09-14,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,19,"2015-09-14",14,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,9
"21261",21261,7,20,2015,2015-07-07,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,14,"2015-07-07",7,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,7
"21262",21262,7,20,2015,2015-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,15,"2015-07-21",21,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,7
"21263",21263,7,20,2015,2015-10-29,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,22,"2015-10-29",29,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,10
"21264",21264,7,20,2015,2015-08-04,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,16,"2015-08-04",4,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,8
"21265",21265,7,20,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,7,"2015-03-31",31,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,3
"21266",21266,7,20,2015,2015-06-09,0,0,0,0,0,0,0,0,0,0,"rand ",30,163,133,0.81595092,131,188,3.5,40.36040946,30.6452072,0.759288808,12,"2015-06-09",9,0.533206813,5.9242378411423,0.354842891,0.354842891,0.853594645292939,0.888049704,0.888049704,6
